Title_amazon,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author_amazon,Number of Pages_amazon,Author_cleaned,source_URL,Readers Choice Votes,Readers Choice Category,Title_goodreads,Author_goodreads,Total Avg Rating,Number of Ratings,Number of Reviews,Number of Pages_goodreads,Edition,Book Description,First Published date,Kindle Version and Price,Kindle Price,About the Author,_merge
The Christmas Blessing: A One-of-a-Kind Nativity Story for Kids about the Love That Brings Us Together,1292,4.7,427,5.49,Animals,Sourcebooks Wonderland,,Erin Guendelsberger,40.0,erin guendelsberger,,,,,,,,,,,,,,,,left_only
Bluey: The Pool,1293,4.9,2229,3.56,Dogs,Penguin Young Readers Licenses,,Licenses Penguin,24.0,licenses penguin,,,,,,,,,,,,,,,,left_only
The Last Devil to Die: A Thursday Murder Club Mystery,1296,4.7,34617,13.98,Genre Fiction,Pamela Dorman Books,,Richard Osman,368.0,richard osman,https://www.goodreads.com/book/show/62226126-the-last-devil-to-die?from_choice=true,58583.0,Mystery & Thriller,The Last Devil to Die,Richard Osman,4.54,"67,109","6,759",422.0,Hardcover,"Shocking news reaches the Thursday Murder Club.An old friend in the antiques business has been killed, and a dangerous package he was protecting has gone missing.As the gang springs into action they encounter art forgers, online fraudsters and drug dealers, as well as heartache close to home.With the body count rising, the package still missing and trouble firmly on their tail, has their luck finally run out? And who will be the last devil to die?",14-Sep-23,Kindle $14.99,14.99,"An English television presenter, producer, director, and novelist.",both
Strength in the Struggle: A Bible Study Workbook for Women on Letting Go of Fear and Anxiety,1297,4.8,621,11.26,Guides,Paper Peony Press,,Lauren Ibach,90.0,lauren ibach,,,,,,,,,,,,,,,,left_only
"Polar Bear, Polar Bear, What Do You Hear? (Brown Bear and Friends)",1298,4.8,9672,5.09,Bears,Henry Holt and Co. (BYR),Henry Holt and Co. (BYR),Bill Martin Jr.,28.0,bill martin jr.,,,,,,,,,,,,,,,,left_only
"The Power of Self-Discipline: 5-Minute Exercises to Build Self-Control, Good Habits, and Keep Going When You Want to Give Up (Live a Disciplined Life)",1300,4.5,642,13.83,Emotions,Independently published,,Peter Hollins,249.0,peter hollins,,,,,,,,,,,,,,,,left_only
"Inspiring Stories for Brilliant Boys: A Motivational Book About Self-Confidence, Friendship and Courage for Young Readers",1306,4.8,202,9.66,Visit the Doctor,Independently published,ZONULAR,Ivy Boyd,92.0,ivy boyd,,,,,,,,,,,,,,,,left_only
The Mastery of Love: A Practical Guide to the Art of Relationship: A Toltec Wisdom Book,1307,4.8,15606,5.35,Interpersonal Relations,Amber-Allen Publishing,Amber-Allen Publishing,Ruiz Don,210.0,ruiz don,,,,,,,,,,,,,,,,left_only
Magnolia Parks (The Magnolia Parks Universe),1307,4.1,6715,11.79,Genre Fiction,Dutton,,Jessa Hastings,448.0,jessa hastings,,,,,,,,,,,,,,,,left_only
Oh Crap! Potty Training: Everything Modern Parents Need to Know to Do It Once and Do It Right (1) (Oh Crap Parenting),1309,4.5,13142,6.74,Early Childhood,Gallery Books,Gallery Books,Jamie Glowacki,288.0,jamie glowacki,,,,,,,,,,,,,,,,left_only
I Will Find You,1310,4.5,28425,13.94,Crime,Grand Central Publishing,,Harlan Coben,336.0,harlan coben,,,,,,,,,,,,,,,,left_only
"Rand McNally 2024 Road Atlas - 100th Anniversary Collector’s Edition (Rand McNally Road Atlas: United States, Canada, Mexico)",1311,4.7,587,18.52,Travel Maps,Rand McNally,,McNally Rand,144.0,mcnally rand,,,,,,,,,,,,,,,,left_only
USA TODAY Crossword: 200 Puzzles from The Nation's No. 1 Newspaper (USA Today Puzzles) (Volume 2),1312,4.5,4551,5.09,Crosswords,Andrews McMeel Publishing,Andrews McMeel Publishing,TODAY USA,448.0,today usa,,,,,,,,,,,,,,,,left_only
I Will Teach You to Be Rich: The Journal: No Complicated Math. No More Procrastinating. Design Your Rich Life Today.,1314,4.7,951,13.79,Journal Writing,Workman Publishing Company,Workman,Ramit Sethi,192.0,ramit sethi,,,,,,,,,,,,,,,,left_only
When Things Fall Apart: Heart Advice for Difficult Times,1315,4.7,9795,5.41,Personal Transformation,Shambhala,Shambhala,Pema Chodron,176.0,pema chodron,,,,,,,,,,,,,,,,left_only
How to Keep House While Drowning: A Gentle Approach to Cleaning and Organizing,1316,4.7,6245,15.0,Stress Management,S&S/Simon Element,,KC Davis LPC,160.0,kc davis lpc,,,,,,,,,,,,,,,,left_only
Healing After Loss: Daily Meditations For Working Through Grief,1121,4.8,6386,5.99,Death & Grief,William Morrow Paperbacks,William Morrow & Company,Hickman Martha,384.0,hickman martha,,,,,,,,,,,,,,,,left_only
Back to Basics: A Complete Guide to Traditional Skills (Back to Basics Guides),1317,4.7,4301,21.99,Garden Design,Skyhorse,Skyhorse,Abigail Gehring,456.0,abigail gehring,,,,,,,,,,,,,,,,left_only
"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",1318,4.7,45038,17.77,Motivational,Harriman House,,Morgan Housel,256.0,morgan housel,,,,,,,,,,,,,,,,left_only
"4000 Word Search for Adults Large Print (200 Themed Puzzles): Big Puzzle Books for Adults - Anti eye strain, keep brain working for Adults,Seniors & Teens (wordsearch book for adults)",1319,4.5,1309,6.27,Questions & Answers,Independently published,,Orochim Publisher,105.0,orochim publisher,,,,,,,,,,,,,,,,left_only
"Reading Journal: For the Love of Books, A Book Journal and Planner for Book Lovers to Track, Log and Review",1320,4.8,388,17.99,Journal Writing,Paper Peony Press,Paper Peony Press,Press Paper,116.0,press paper,,,,,,,,,,,,,,,,left_only
You Can Heal Your Life,1321,4.7,14722,5.0,Death & Grief,Hay House Inc.,Hay House,Louise Hay,272.0,louise hay,,,,,,,,,,,,,,,,left_only
UFO of GOD: The Extraordinary True Story of Chris Bledsoe,1322,4.7,1652,17.96,Faith,UFO of GOD,UrGod,Chris Bledsoe,360.0,chris bledsoe,,,,,,,,,,,,,,,,left_only
An Elephant in the Garden: Inspired by a True Story,1322,4.7,4305,6.94,Elephants,Square Fish,Square Fish,Michael Morpurgo,224.0,michael morpurgo,,,,,,,,,,,,,,,,left_only
The Scary Book of Christmas Lore: 50 Terrifying Yuletide Tales from Around the World,1323,4.7,46,13.59,Christmas,Cider Mill Press,,Tim Rayborn,144.0,tim rayborn,,,,,,,,,,,,,,,,left_only
"Jujutsu Kaisen, Vol. 15 (15)",1324,4.9,2122,5.98,Fantasy,VIZ Media LLC,VIZ Media LLC,Gege Akutami,192.0,gege akutami,,,,,,,,,,,,,,,,left_only
"Knock Knock What I Love about You Book Fill in the Love Fill-in-the-Blank Gift Journal, 4.5 x 3.25-Inches",1325,4.6,57247,6.51,Composition Notebooks,Knock Knock LLC,Knock Knock,Knock Knock,112.0,knock knock,,,,,,,,,,,,,,,,left_only
The ChatGPT Millionaire: Making Money Online has never been this EASY (Chat GPT Mastery Series),1325,4.2,2674,12.99,Self-Employment,Independently published,,Neil Dagger,114.0,neil dagger,,,,,,,,,,,,,,,,left_only
Caught Up (Windy City Series Book 3),1326,4.7,27020,16.19,Contemporary,Independently published,ZONULAR,Liz Tomforde,406.0,liz tomforde,https://www.goodreads.com/book/show/84943172-the-right-move?from_choice=true,36246.0,Romance,The Right Move,Liz Tomforde,4.45,"139,435","15,775",499.0,Kindle Edition,"RYANShe’s a distraction, that’s what she is. I’m the newest Captain of the Devils, Chicago’s NBA team, and the last thing I needed this year was for Indy Ivers, my sister’s best friend, to move into my apartment. She’s messy, emotional, and way too tempting.But when the team’s General Manager vocalizes his blatant disapproval of my promotion to Captain, referring to me as an unapproachable lone wolf with no work-life balance, I can’t think of a better way to convince him otherwise than pretending to date my outgoing roommate. The only problem? Faking it feels far too natural. Having a fake girlfriend wasn’t supposed to be messy but having Indy under my roof and in my bed is complicated, especially when she wants all the romantic parts of life that I could never give her. INDYI never imagined I’d be living with my best friend’s brother, NBA superstar Ryan Shay. Even more unbelievable? He needs me to act as his loving girlfriend who’s suddenly changed him into a friendly and approachable guy.Because, well…he’s not. He’s controlling of his space and untrusting of others. Our arrangement isn’t one-sided, though. I’m in a wedding coming up, one where every one of my childhood friends, including my ex-boyfriend, will be in attendance, and there’s no better date than my ex’s celebrity hero. Blurred lines make it almost impossible to separate real from fake. Falling for my roommate was never part of the deal, especially when Ryan is quick to remind me that he doesn’t believe in love. I’m a romantic and can’t help fantasizing that he’ll change, but soon enough, I find myself questioning if sharing a roof with my best friend’s brother was the right move after all",7-Feb-23,Kindle Unlimited $0.00,0.0,"Liz Tomforde writes sports romance novels that depict realistic and healthy relationships. Her books offer a mix of witty banter and real-life struggles. Her heroes are alpha yet vulnerable, and her heroines are strong. ​Born and raised in Northern California, Liz is the youngest of five children. She loves all things romance, traveling, dogs, and hockey.​When she's not traveling or writing, Liz can be found reading a good book or taking her Golden Retriever, Luke, on a hike in her hometown in Sonoma County, CA.",both
"Every Man's Bible: New Living Translation, Deluxe Explorer Edition (LeatherLike, Brown) – Study Bible for Men with Study Notes, Book Introductions, and 44 Charts",1327,4.9,6763,35.48,Bibles,Tyndale House Publishers,"Tyndale House Publishers, Inc.",Tyndale Tyndale,1824.0,tyndale tyndale,,,,,,,,,,,,,,,,left_only
Set Your Mind on Things Above: Devotional Coloring Book,1328,4.8,626,13.49,Devotionals,Dayspring,Dayspring,Dayspring Dayspring,160.0,dayspring dayspring,,,,,,,,,,,,,,,,left_only
The Personal Librarian: A GMA Book Club Pick (A Novel),1330,4.5,40697,5.5,Biographical,Berkley,,Marie Benedict,368.0,marie benedict,,,,,,,,,,,,,,,,left_only
The How to Draw Book for Kids: A Simple Step-by-Step Guide to Drawing Cute and Silly Things,1331,4.7,5650,8.39,Figure Drawing,Modern Kid Press,,Jacy Corral,116.0,jacy corral,,,,,,,,,,,,,,,,left_only
"100 Tattoos: A Tattoo Coloring Book for Adults with Beautiful Tattoo Designs for Stress Relief, Relaxation, and Creativity",1331,4.5,1644,9.47,Body Art & Tattoo,Independently published,,Deena Stone,204.0,deena stone,,,,,,,,,,,,,,,,left_only
Plantopedia: The Definitive Guide to Houseplants,1332,4.8,2152,30.99,House Plants,Smith Street Books,Smith Street Books,Lauren Camilleri,416.0,lauren camilleri,,,,,,,,,,,,,,,,left_only
You're My Little Baby: A Touch-and-Feel Book (The World of Eric Carle),1332,4.8,1995,4.39,Animals,Little Simon,Little Simon,Eric Carle,14.0,eric carle,,,,,,,,,,,,,,,,left_only
3-Minute Devotions for Men: 180 Encouraging Readings,1333,4.8,6123,5.52,Devotionals,Barbour Books,Barbour Publishing,Staff Compiled,192.0,staff compiled,,,,,,,,,,,,,,,,left_only
"Cooking with Friends: Eat, Drink & Be Merry (Fox News Books, 6)",1333,4.6,143,17.5,Cooking for One or Two,Broadside Books,,Carley Shimkus,256.0,carley shimkus,,,,,,,,,,,,,,,,left_only
The Beatles: A Little Golden Book Biography,1336,4.8,218,4.78,Rock,Golden Books,,Judy Katschke,24.0,judy katschke,,,,,,,,,,,,,,,,left_only
Diary of a Wimpy Kid (Diary of a Wimpy Kid #1),1337,4.6,27887,5.98,Humor,Amulet Books,Harry N Abrams,Jeff Kinney,224.0,jeff kinney,,,,,,,,,,,,,,,,left_only
A Gentle Reminder,1338,4.8,4394,17.99,Poetry,Thought Catalog Books,THOUGHT CATALOG,Sparacino Bianca,152.0,sparacino bianca,,,,,,,,,,,,,,,,left_only
"The Giver: A Newbery Award Winner (Giver Quartet, 1)",1339,4.6,40075,5.09,Science Fiction,Clarion Books,Houghton Mifflin,Lois Lowry,240.0,lois lowry,,,,,,,,,,,,,,,,left_only
Harry Potter and the Sorcerer's Stone,1340,4.8,5504,6.92,Orphans & Foster Homes,Scholastic,Scholastic,J.K. Rowling,309.0,j.k. rowling,,,,,,,,,,,,,,,,left_only
"Every Moment Holy, Volume I (Hardcover): New Liturgies for Daily Life (Every Moment Holy, 1)",1341,4.9,2972,19.99,Personal Transformation,Every Moment Holy,Every Moment Holy,Douglas Kaine McKelvey,320.0,douglas kaine mckelvey,,,,,,,,,,,,,,,,left_only
Harry Potter and the Sorcerer's Stone (1),1341,4.9,8962,10.0,Orphans & Foster Homes,Scholastic Press,Scholastic,Rowling J,309.0,rowling j,,,,,,,,,,,,,,,,left_only
I Am a Big Brother (Caroline Jayne Church),1342,4.8,16412,3.29,New Baby,Cartwheel Books,Scholastic,Caroline Jayne Church,24.0,caroline jayne church,,,,,,,,,,,,,,,,left_only
Maybe Not: A Novella (2) (Maybe Someday),1344,4.2,24343,5.43,Coming of Age,Atria Books,Atria Books,Colleen Hoover,160.0,colleen hoover,,,,,,,,,,,,,,,,left_only
Accidentally Wes Anderson,1346,4.9,3952,15.8,Individual Directors,Voracious,Voracious,Wally Koval,368.0,wally koval,,,,,,,,,,,,,,,,left_only
"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",1346,4.6,3176,20.15,United States,Viking,,Timothy Egan,432.0,timothy egan,https://www.goodreads.com/book/show/61423989-a-fever-in-the-heartland?from_choice=true,14246.0,History & Biography,"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",Timothy Egan,4.4,"14,489","2,304",432.0,Hardcover,"A historical thriller by the Pulitzer and National Book Award-winning author that tells the riveting story of the Klan's rise to power in the 1920s, the cunning con man who drove that rise, and the woman who stopped them. The Roaring Twenties--the Jazz Age--has been characterized as a time of Gatsby frivolity. But it was also the height of the uniquely American hate group, the Ku Klux Klan. Their domain was not the old Confederacy, but the Heartland and the West. They hated Blacks, Jews, Catholics and immigrants in equal measure, and took radical steps to keep these people from the American promise. And the man who set in motion their takeover of great swaths of America was a charismatic charlatan named D.C. Stephenson. Stephenson was a magnetic presence whose life story changed with every telling. Within two years of his arrival in Indiana, he’d become the Grand Dragon of the state and the architect of the strategy that brought the group out of the shadows – their message endorsed from the pulpits of local churches, spread at family picnics and town celebrations. Judges, prosecutors, ministers, governors and senators across the country all proudly proclaimed their membership. But at the peak of his influence, it was a seemingly powerless woman – Madge Oberholtzer – who would reveal his secret cruelties, and whose deathbed testimony finally brought the Klan to their knees. A FEVER IN THE HEARTLAND marries a propulsive drama to a powerful and page-turning reckoning with one of the darkest threads in American history.",4-Apr-23,Kindle $14.99,14.99,"Timothy Egan is a Pulitzer Prize winning author of nine books, including THE WORST HARD TIME, which won the National Book Award. His latest book, A PILGRIMAGE TO ETERNITY, is a personal story, a journey over an ancient trail, and a history of Christianity. He also writes a biweekly opinion column for The New York Times. HIs book on the photographer Edward Curtis, SHORT NIGHTS OF THE SHADOW CATCHER, won the Carnegie Medal for best nonfiction. His Irish-American book, THE IMMORTAL IRISHMAN, was a New York Times bestseller. A third-generation native of the Pacific Northwest, he lives in Seattle.",both
